module_annotation,module,node,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count,degree,module_content_number,llm_module_name
Chagas disease - Macaca fascicularis (crab-eating macaque),Functional_module_107,mcf05142,Chagas disease - Macaca fascicularis (crab-eating macaque),12/553,106/10949,0.113207547169811,2.2414275478522,2.96207742811208,0.00707023414503422,0.0180880156877125,0.00899284167570142,ENSMFAG00000034037/ENSMFAG00000003965/ENSMFAG00000002611/ENSMFAG00000003984/ENSMFAG00000044981/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000040740/ENSMFAG00000017605/ENSMFAG00000054210/ENSMFAG00000043247,12,0,1,Chagas disease - Macaca fascicularis (crab-eating macaque)
ion channel regulator activity,Functional_module_201,GO:0099106;GO:0016247,ion channel regulator activity;channel regulator activity,15/1457,66/15985;72/15985,0.227272727272727,2.49344855556249,3.85011710600745,7.18412853404245e-4,0.018146576519322,0.0158807051805149,ENSMFAG00000032077/ENSMFAG00000036517/ENSMFAG00000059465/ENSMFAG00000033963/ENSMFAG00000045895/ENSMFAG00000036449/ENSMFAG00000039113/ENSMFAG00000042661/ENSMFAG00000032021/ENSMFAG00000002422,10,1,2,ion channel regulator activity
axo-dendritic transport,Functional_module_158,GO:0008088,axo-dendritic transport,7/1420,20/15876,0.35,3.9130985915493,4.08554813752992,0.00123118352184277,0.018244712334554,0.0154766624256055,ENSMFAG00000033301/ENSMFAG00000033117/ENSMFAG00000031966/ENSMFAG00000044834/ENSMFAG00000038633/ENSMFAG00000037775,6,0,1,axo-dendritic transport
mTOR signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_108,mcf04150,mTOR signaling pathway - Macaca fascicularis (crab-eating macaque),16/553,161/10949,0.0993788819875776,1.9676299798951,2.85265078317595,0.00735473015402458,0.0185073947318487,0.00920134488639831,ENSMFAG00000027291/ENSMFAG00000037310/ENSMFAG00000042280/ENSMFAG00000043612/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000032985/ENSMFAG00000044377/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000038540/ENSMFAG00000003544/ENSMFAG00000001069/ENSMFAG00000002620/ENSMFAG00000041112/ENSMFAG00000035872,16,0,1,mTOR signaling pathway - Macaca fascicularis (crab-eating macaque)
T cell receptor signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_109,mcf04660,T cell receptor signaling pathway - Macaca fascicularis (crab-eating macaque),13/553,121/10949,0.107438016528926,2.12719501442171,2.8755071077765,0.007987460527145,0.019775406305109,0.00983176380675743,ENSMFAG00000003264/ENSMFAG00000003655/ENSMFAG00000002611/ENSMFAG00000041228/ENSMFAG00000036522/ENSMFAG00000030983/ENSMFAG00000001846/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000017605/ENSMFAG00000000074/ENSMFAG00000002620,13,0,1,T cell receptor signaling pathway - Macaca fascicularis (crab-eating macaque)
VEGF signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_110,mcf04370,VEGF signaling pathway - Macaca fascicularis (crab-eating macaque),8/553,58/10949,0.137931034482759,2.73093471347509,3.04829946632396,0.00830220131439776,0.0203016754053407,0.0100934096820655,ENSMFAG00000027291/ENSMFAG00000003655/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000001164/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000043991,8,0,1,VEGF signaling pathway - Macaca fascicularis (crab-eating macaque)
Fc epsilon RI signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_111,mcf04664,Fc epsilon RI signaling pathway - Macaca fascicularis (crab-eating macaque),9/553,70/10949,0.128571428571429,2.54562128648928,2.99195079205311,0.00833228371684993,0.0203016754053407,0.0100934096820655,ENSMFAG00000027291/ENSMFAG00000036522/ENSMFAG00000030983/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000000074/ENSMFAG00000003506/ENSMFAG00000040095,9,0,1,Fc epsilon RI signaling pathway - Macaca fascicularis (crab-eating macaque)
central nervous system development,Functional_module_159,GO:0007417,central nervous system development,22/1420,124/15876,0.17741935483871,1.98359836437983,3.44617841798219,0.00139693770200158,0.020405268575666,0.0173094235556286,ENSMFAG00000036633/ENSMFAG00000002479/ENSMFAG00000002296/ENSMFAG00000035494/ENSMFAG00000031600/ENSMFAG00000038687/ENSMFAG00000045940/ENSMFAG00000031365/ENSMFAG00000004661/ENSMFAG00000032675/ENSMFAG00000001088/ENSMFAG00000033948/ENSMFAG00000003000/ENSMFAG00000036168,14,0,1,central nervous system development
protein polyubiquitination,Functional_module_160,GO:0000209,protein polyubiquitination,24/1420,140/15876,0.171428571428571,1.91661971830986,3.41415323485276,0.00142205012861865,0.0206247695959229,0.0174956223364205,ENSMFAG00000045719/ENSMFAG00000000604/ENSMFAG00000039050/ENSMFAG00000040224/ENSMFAG00000042381/ENSMFAG00000030518/ENSMFAG00000059963/ENSMFAG00000042518/ENSMFAG00000003543/ENSMFAG00000033436/ENSMFAG00000032021/ENSMFAG00000040034/ENSMFAG00000039999/ENSMFAG00000032674/ENSMFAG00000002210/ENSMFAG00000040156,16,0,1,protein polyubiquitination
perinuclear region of cytoplasm,Functional_module_191,GO:0048471,perinuclear region of cytoplasm,11/1404,48/15549,0.229166666666667,2.53797186609687,3.36208350233275,0.00309063770630227,0.02236497831106,0.0182776469138258,ENSMFAG00000037479/ENSMFAG00000036813/ENSMFAG00000035434/ENSMFAG00000039431/ENSMFAG00000041776/ENSMFAG00000037140/ENSMFAG00000000162/ENSMFAG00000044544,8,0,1,perinuclear region of cytoplasm
syntaxin binding,Functional_module_202,GO:0019905,syntaxin binding,10/1457,36/15985,0.277777777777778,3.04754823457638,3.89482777517863,0.00107117346727626,0.0228293845213253,0.019978794603475,ENSMFAG00000003495/ENSMFAG00000001652/ENSMFAG00000000666/ENSMFAG00000003353/ENSMFAG00000001785/ENSMFAG00000002402,6,0,1,syntaxin binding
Endocrine resistance - Macaca fascicularis (crab-eating macaque),Functional_module_112,mcf01522,Endocrine resistance - Macaca fascicularis (crab-eating macaque),11/553,97/10949,0.11340206185567,2.24527879793442,2.84115150429092,0.00957824027976855,0.0231536989440074,0.0115113538380973,ENSMFAG00000044118/ENSMFAG00000036522/ENSMFAG00000039013/ENSMFAG00000001164/ENSMFAG00000001655/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000004544/ENSMFAG00000001069/ENSMFAG00000042359,11,0,1,Endocrine resistance - Macaca fascicularis (crab-eating macaque)
amino acid transmembrane transporter activity,Functional_module_203,GO:0015171,amino acid transmembrane transporter activity,17/1457,83/15985,0.204819277108434,2.24710785489246,3.60733754557442,0.00115362079625655,0.0235047766623133,0.0205698539397,ENSMFAG00000024693/ENSMFAG00000036614/ENSMFAG00000042771/ENSMFAG00000042280/ENSMFAG00000001913/ENSMFAG00000032560/ENSMFAG00000037696/ENSMFAG00000043293/ENSMFAG00000011695/ENSMFAG00000004019/ENSMFAG00000009753/ENSMFAG00000043457/ENSMFAG00000007024/ENSMFAG00000041537,14,0,1,amino acid transmembrane transporter activity
heparin binding,Functional_module_204,GO:0008201,heparin binding,9/1457,31/15985,0.290322580645161,3.18517944517015,3.85658364780499,0.0013417751897945,0.0235047766623133,0.0205698539397,ENSMFAG00000002479/ENSMFAG00000038687/ENSMFAG00000035840/ENSMFAG00000043991/ENSMFAG00000002223,5,0,1,heparin binding
beta-catenin binding,Functional_module_205,GO:0008013,beta-catenin binding,7/1457,20/15985,0.35,3.83991077556623,4.02443416936748,0.0013768719068042,0.0235047766623133,0.0205698539397,ENSMFAG00000000113/ENSMFAG00000002620/ENSMFAG00000003995,3,0,1,beta-catenin binding
semaphorin receptor binding,Functional_module_206,GO:0030215,semaphorin receptor binding,7/1457,20/15985,0.35,3.83991077556623,4.02443416936748,0.0013768719068042,0.0235047766623133,0.0205698539397,ENSMFAG00000038895/ENSMFAG00000000365/ENSMFAG00000034040,3,0,1,semaphorin receptor binding
amyloid-beta binding,Functional_module_207,GO:0001540,amyloid-beta binding,6/1457,15/15985,0.4,4.38846945778998,4.15782630607049,0.00137857927638201,0.0235047766623133,0.0205698539397,ENSMFAG00000036817,1,0,1,amyloid-beta binding
Epstein-Barr virus infection - Macaca fascicularis (crab-eating macaque),Functional_module_113,mcf05169,Epstein-Barr virus infection - Macaca fascicularis (crab-eating macaque),20/553,225/10949,0.0888888888888889,1.7599357042395,2.65635754505116,0.00999535974098311,0.0239732456287642,0.0119188089016657,ENSMFAG00000042254/ENSMFAG00000000676/ENSMFAG00000039013/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000038060/ENSMFAG00000045395/ENSMFAG00000039197/ENSMFAG00000001779/ENSMFAG00000002257/ENSMFAG00000004544/ENSMFAG00000040740/ENSMFAG00000004018/ENSMFAG00000017605/ENSMFAG00000003332/ENSMFAG00000000326/ENSMFAG00000042359/ENSMFAG00000040946/ENSMFAG00000040095/ENSMFAG00000039000,20,0,1,Epstein-Barr virus infection - Macaca fascicularis (crab-eating macaque)
Coronavirus disease - COVID-19 - Macaca fascicularis (crab-eating macaque),Functional_module_114,mcf05171,Coronavirus disease - COVID-19 - Macaca fascicularis (crab-eating macaque),36/553,478/10949,0.0753138075313808,1.49115891258786,2.53243742083064,0.0104870695158107,0.024957599545379,0.0124082013854961,ENSMFAG00000027291/ENSMFAG00000037923/ENSMFAG00000031945/ENSMFAG00000051687/ENSMFAG00000043631/ENSMFAG00000031749/ENSMFAG00000053390/ENSMFAG00000061843/ENSMFAG00000036388/ENSMFAG00000039466/ENSMFAG00000039479/ENSMFAG00000038803/ENSMFAG00000053482/ENSMFAG00000043131/ENSMFAG00000031022/ENSMFAG00000042652/ENSMFAG00000035226/ENSMFAG00000037658/ENSMFAG00000044377/ENSMFAG00000027717/ENSMFAG00000037643/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000042581/ENSMFAG00000045395/ENSMFAG00000002215/ENSMFAG00000031293/ENSMFAG00000042430/ENSMFAG00000039785/ENSMFAG00000017605/ENSMFAG00000032306/ENSMFAG00000036789/ENSMFAG00000036866/ENSMFAG00000040824/ENSMFAG00000032756/ENSMFAG00000032124,36,0,1,Coronavirus disease - COVID-19 - Macaca fascicularis (crab-eating macaque)
myosin binding,Functional_module_208,GO:0017022,myosin binding,8/1457,26/15985,0.307692307692308,3.37574573676152,3.83931186438879,0.00163547658813756,0.0259394193746468,0.0227004951156425,ENSMFAG00000041121/ENSMFAG00000033301/ENSMFAG00000032630/ENSMFAG00000039266/ENSMFAG00000001785/ENSMFAG00000027633/ENSMFAG00000002402,7,0,1,myosin binding
vesicle-mediated transport in synapse,Functional_module_161,GO:0099003,vesicle-mediated transport in synapse,16/1420,81/15876,0.197530864197531,2.20845070422535,3.41734324832716,0.00194476004397572,0.0263379754300022,0.0223420324327081,ENSMFAG00000002978/ENSMFAG00000035372/ENSMFAG00000003495/ENSMFAG00000041327/ENSMFAG00000001652/ENSMFAG00000033872/ENSMFAG00000052498/ENSMFAG00000044012/ENSMFAG00000003353/ENSMFAG00000046085,10,0,1,vesicle-mediated transport in synapse
Thyroid cancer - Macaca fascicularis (crab-eating macaque),Functional_module_115,mcf05216,Thyroid cancer - Macaca fascicularis (crab-eating macaque),6/553,38/10949,0.157894736842105,3.12620157989911,3.02803423886639,0.0112297061780873,0.0265193830513292,0.0131846752698191,ENSMFAG00000042254/ENSMFAG00000036522/ENSMFAG00000039013/ENSMFAG00000001069/ENSMFAG00000034131/ENSMFAG00000043191,6,0,1,Thyroid cancer - Macaca fascicularis (crab-eating macaque)
Dilated cardiomyopathy - Macaca fascicularis (crab-eating macaque),Functional_module_116,mcf05414;mcf05410,Dilated cardiomyopathy - Macaca fascicularis (crab-eating macaque);Hypertrophic cardiomyopathy - Macaca fascicularis (crab-eating macaque),12/553,113/10949;103/10949,0.106194690265487,2.10257805373746,2.7171329681905,0.0115620205453485,0.0270957275375725,0.0134712171882325,ENSMFAG00000035466/ENSMFAG00000031678/ENSMFAG00000044118/ENSMFAG00000003635/ENSMFAG00000031605/ENSMFAG00000001655/ENSMFAG00000044374/ENSMFAG00000003567/ENSMFAG00000039417/ENSMFAG00000054210/ENSMFAG00000001695/ENSMFAG00000008235/ENSMFAG00000000670,13,1,2,Dilated cardiomyopathy - Macaca fascicularis (crab-eating macaque)
Renin secretion - Macaca fascicularis (crab-eating macaque),Functional_module_117,mcf04924,Renin secretion - Macaca fascicularis (crab-eating macaque),9/553,74/10949,0.121621621621622,2.40802013586824,2.80289557079336,0.0118624752758701,0.0275892417400918,0.0137165782695468,ENSMFAG00000034037/ENSMFAG00000003655/ENSMFAG00000050332/ENSMFAG00000044118/ENSMFAG00000036156/ENSMFAG00000034433/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000008235,9,0,1,Renin secretion - Macaca fascicularis (crab-eating macaque)
PD-L1 expression and PD-1 checkpoint pathway in cancer - Macaca fascicularis (crab-eating macaque),Functional_module_118,mcf05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Macaca fascicularis (crab-eating macaque),10/553,87/10949,0.114942528735632,2.27577892789591,2.75535128847065,0.0120546321535041,0.0278253539182388,0.0138339664602936,ENSMFAG00000003655/ENSMFAG00000041228/ENSMFAG00000003984/ENSMFAG00000036522/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000017605/ENSMFAG00000003544/ENSMFAG00000032083/ENSMFAG00000040095,10,0,1,PD-L1 expression and PD-1 checkpoint pathway in cancer - Macaca fascicularis (crab-eating macaque)
Salmonella infection - Macaca fascicularis (crab-eating macaque),Functional_module_119,mcf05132,Salmonella infection - Macaca fascicularis (crab-eating macaque),22/553,261/10949,0.0842911877394636,1.66890454712367,2.52251062358126,0.0128125748697108,0.0293541827238896,0.0145940562145174,ENSMFAG00000003264/ENSMFAG00000002088/ENSMFAG00000035643/ENSMFAG00000003777/ENSMFAG00000036813/ENSMFAG00000030106/ENSMFAG00000031700/ENSMFAG00000046037/ENSMFAG00000036522/ENSMFAG00000037140/ENSMFAG00000037120/ENSMFAG00000043366/ENSMFAG00000001975/ENSMFAG00000038846/ENSMFAG00000038064/ENSMFAG00000017605/ENSMFAG00000044097/ENSMFAG00000037111/ENSMFAG00000034131/ENSMFAG00000043191/ENSMFAG00000040095/ENSMFAG00000030961,22,0,1,Salmonella infection - Macaca fascicularis (crab-eating macaque)
ensheathment of neurons,Functional_module_162,GO:0007272;GO:0008366,ensheathment of neurons;axon ensheathment,7/1420,22/15876;22/15876,0.318181818181818,3.5573623559539,3.76193381863273,0.0023104253978926,0.0297158486710086,0.0252074217525786,ENSMFAG00000036633/ENSMFAG00000025747/ENSMFAG00000045679/ENSMFAG00000043845/ENSMFAG00000033646/ENSMFAG00000001233,6,1,2,ensheathment of neurons
myelination,Functional_module_163,GO:0042552,myelination,7/1420,22/15876,0.318181818181818,3.5573623559539,3.76193381863273,0.0023104253978926,0.0297158486710086,0.0252074217525786,ENSMFAG00000036633/ENSMFAG00000025747/ENSMFAG00000045679/ENSMFAG00000043845/ENSMFAG00000033646/ENSMFAG00000001233,6,0,1,myelination
Human immunodeficiency virus 1 infection - Macaca fascicularis (crab-eating macaque),Functional_module_120,mcf05170,Human immunodeficiency virus 1 infection - Macaca fascicularis (crab-eating macaque),20/553,231/10949,0.0865800865800866,1.71422308854497,2.53034549243838,0.0131006650831162,0.029791882818642,0.0148116681251606,ENSMFAG00000003264/ENSMFAG00000027291/ENSMFAG00000003655/ENSMFAG00000041228/ENSMFAG00000050332/ENSMFAG00000041470/ENSMFAG00000036156/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000005295/ENSMFAG00000039960/ENSMFAG00000001164/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000003513/ENSMFAG00000040740/ENSMFAG00000017605/ENSMFAG00000035688/ENSMFAG00000040095,20,0,1,Human immunodeficiency virus 1 infection - Macaca fascicularis (crab-eating macaque)
endosome,Functional_module_192,GO:0005768,endosome,41/1404,298/15549,0.13758389261745,1.5237122124706,2.87588169702524,0.00429934713383841,0.0305560742726372,0.0249717718863922,ENSMFAG00000002479/ENSMFAG00000001017/ENSMFAG00000032402/ENSMFAG00000003777/ENSMFAG00000004075/ENSMFAG00000031762/ENSMFAG00000039232/ENSMFAG00000000907/ENSMFAG00000046048/ENSMFAG00000026553/ENSMFAG00000043928/ENSMFAG00000035856/ENSMFAG00000039260/ENSMFAG00000046054/ENSMFAG00000034322/ENSMFAG00000042667/ENSMFAG00000026056/ENSMFAG00000044496/ENSMFAG00000001845/ENSMFAG00000003191/ENSMFAG00000031966/ENSMFAG00000002921/ENSMFAG00000040321/ENSMFAG00000036401/ENSMFAG00000037789/ENSMFAG00000000038/ENSMFAG00000003285/ENSMFAG00000002786/ENSMFAG00000032105,29,0,1,endosome
Bladder cancer - Macaca fascicularis (crab-eating macaque),Functional_module_121,mcf05219,Bladder cancer - Macaca fascicularis (crab-eating macaque),6/553,40/10949,0.15,2.96989150090416,2.87856907802158,0.0143454850248439,0.0323828228134344,0.01609980904491,ENSMFAG00000036522/ENSMFAG00000039013/ENSMFAG00000004544/ENSMFAG00000043991/ENSMFAG00000001069/ENSMFAG00000042359,6,0,1,Bladder cancer - Macaca fascicularis (crab-eating macaque)
microtubule binding,Functional_module_209,GO:0008017,microtubule binding,30/1457,191/15985,0.157068062827225,1.72322099127879,3.1842798997832,0.00224044891078094,0.0325103437692043,0.0284509413754265,ENSMFAG00000040647/ENSMFAG00000001444/ENSMFAG00000043375/ENSMFAG00000044119/ENSMFAG00000037041/ENSMFAG00000035372/ENSMFAG00000043612/ENSMFAG00000030296/ENSMFAG00000037191/ENSMFAG00000030114/ENSMFAG00000000599/ENSMFAG00000038846/ENSMFAG00000006058/ENSMFAG00000032200/ENSMFAG00000042163/ENSMFAG00000001904/ENSMFAG00000041258/ENSMFAG00000044453/ENSMFAG00000017477/ENSMFAG00000043092/ENSMFAG00000038270,21,0,1,microtubule binding
distal axon,Functional_module_193,GO:0150034,distal axon,12/1404,58/15549,0.206896551724138,2.29133510167993,3.10407760258982,0.00499612234230135,0.0337752425346662,0.0276026182047391,ENSMFAG00000035434/ENSMFAG00000042541/ENSMFAG00000041327/ENSMFAG00000030986/ENSMFAG00000003353/ENSMFAG00000038633,6,0,1,distal axon
synaptic vesicle membrane,Functional_module_194,GO:0030672;GO:0099501,synaptic vesicle membrane;exocytic vesicle membrane,10/1404,44/15549;44/15549,0.227272727272727,2.51699689199689,3.17464002887492,0.00500688268729976,0.0337752425346662,0.0276026182047391,ENSMFAG00000037184/ENSMFAG00000003495/ENSMFAG00000032791/ENSMFAG00000052498/ENSMFAG00000033117/ENSMFAG00000003353,6,1,2,synaptic vesicle membrane
glutamatergic synapse,Functional_module_195,GO:0098978,glutamatergic synapse,8/1404,31/15549,0.258064516129032,2.85800937413841,3.26234748802311,0.00517721398874706,0.0343421861253555,0.0280659495179446,ENSMFAG00000039255/ENSMFAG00000031490/ENSMFAG00000034143/ENSMFAG00000038385/ENSMFAG00000002620/ENSMFAG00000039677,6,0,1,glutamatergic synapse
SMAD binding,Functional_module_210,GO:0046332,SMAD binding,7/1457,22/15985,0.318181818181818,3.49082797778748,3.70226425974744,0.00257582810025034,0.0365982242577235,0.0320283888781127,ENSMFAG00000003965/ENSMFAG00000000907/ENSMFAG00000044981/ENSMFAG00000037774/ENSMFAG00000029995,5,0,1,SMAD binding
C-type lectin receptor signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_122,mcf04625,C-type lectin receptor signaling pathway - Macaca fascicularis (crab-eating macaque),11/553,106/10949,0.10377358490566,2.05464191886451,2.51640220809835,0.0178721640194459,0.0391911025283564,0.0194846900963884,ENSMFAG00000003264/ENSMFAG00000003655/ENSMFAG00000003904/ENSMFAG00000050332/ENSMFAG00000036156/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000017605/ENSMFAG00000042359/ENSMFAG00000035688,11,0,1,C-type lectin receptor signaling pathway - Macaca fascicularis (crab-eating macaque)
transforming growth factor beta receptor superfamily signaling pathway,Functional_module_164,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,16/1420,85/15876,0.188235294117647,2.10452361226181,3.20004893840262,0.0032461360308387,0.0395139772801496,0.033518998614174,ENSMFAG00000003965/ENSMFAG00000000907/ENSMFAG00000039520/ENSMFAG00000044981/ENSMFAG00000037774/ENSMFAG00000044057/ENSMFAG00000033436/ENSMFAG00000029995/ENSMFAG00000054210/ENSMFAG00000044416/ENSMFAG00000045363/ENSMFAG00000004450,12,0,1,transforming growth factor beta receptor superfamily signaling pathway
signaling adaptor activity,Functional_module_211,GO:0035591,signaling adaptor activity,9/1457,35/15985,0.257142857142857,2.8211589371507,3.41563239299891,0.00337138277926485,0.0418051464628842,0.0365851490113526,ENSMFAG00000035882/ENSMFAG00000031286/ENSMFAG00000041470/ENSMFAG00000031700/ENSMFAG00000003513/ENSMFAG00000003506/ENSMFAG00000044011,7,0,1,signaling adaptor activity
Sphingolipid metabolism - Macaca fascicularis (crab-eating macaque),Functional_module_123,mcf00600;mcf00561,Sphingolipid metabolism - Macaca fascicularis (crab-eating macaque);Glycerolipid metabolism - Macaca fascicularis (crab-eating macaque),7/553,55/10949;68/10949,0.127272727272727,2.5199079401611,2.60616415774353,0.020000943131518,0.0435481527757164,0.021650890287944,ENSMFAG00000031057/ENSMFAG00000044337/ENSMFAG00000030691/ENSMFAG00000045961/ENSMFAG00000026668/ENSMFAG00000000706/ENSMFAG00000046177/ENSMFAG00000041424/ENSMFAG00000038540/ENSMFAG00000038026/ENSMFAG00000042586/ENSMFAG00000035872,12,1,2,Sphingolipid metabolism - Macaca fascicularis (crab-eating macaque)
clathrin binding,Functional_module_212,GO:0030276,clathrin binding,10/1457,42/15985,0.238095238095238,2.61218420106546,3.31301863550772,0.00375074869703422,0.0448773791469708,0.0392737675201921,ENSMFAG00000002978/ENSMFAG00000003495/ENSMFAG00000039960/ENSMFAG00000046054/ENSMFAG00000032866/ENSMFAG00000032523/ENSMFAG00000038127,7,0,1,clathrin binding
Natural killer cell mediated cytotoxicity - Macaca fascicularis (crab-eating macaque),Functional_module_124,mcf04650,Natural killer cell mediated cytotoxicity - Macaca fascicularis (crab-eating macaque),12/553,124/10949,0.0967741935483871,1.91605903284139,2.36601327027005,0.022688931863793,0.048262894879858,0.0239949245931062,ENSMFAG00000003264/ENSMFAG00000027291/ENSMFAG00000003655/ENSMFAG00000003984/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000030983/ENSMFAG00000028880/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000000074/ENSMFAG00000001069,12,0,1,Natural killer cell mediated cytotoxicity - Macaca fascicularis (crab-eating macaque)
ubiquitin conjugating enzyme activity,Functional_module_213,GO:0061631,ubiquitin conjugating enzyme activity,7/1457,24/15985,0.291666666666667,3.19992564630519,3.41549119800584,0.00444765608284487,0.0489242169112936,0.0428152970963165,ENSMFAG00000039050/ENSMFAG00000030518/ENSMFAG00000059963/ENSMFAG00000002210/ENSMFAG00000040156,5,0,1,ubiquitin conjugating enzyme activity
supramolecular fiber organization,Functional_module_165,GO:0097435,supramolecular fiber organization,54/1420,420/15876,0.128571428571429,1.43746478873239,2.84771263872183,0.00419110559756556,0.0498302962036138,0.0422701470305266,ENSMFAG00000036947/ENSMFAG00000002088/ENSMFAG00000004075/ENSMFAG00000033235/ENSMFAG00000044119/ENSMFAG00000037041/ENSMFAG00000035434/ENSMFAG00000045944/ENSMFAG00000030106/ENSMFAG00000045940/ENSMFAG00000042431/ENSMFAG00000042613/ENSMFAG00000043612/ENSMFAG00000030296/ENSMFAG00000033632/ENSMFAG00000032113/ENSMFAG00000041588/ENSMFAG00000035179/ENSMFAG00000033021/ENSMFAG00000032366/ENSMFAG00000039842/ENSMFAG00000003567/ENSMFAG00000042129/ENSMFAG00000041258/ENSMFAG00000044097/ENSMFAG00000003332/ENSMFAG00000045205/ENSMFAG00000043088/ENSMFAG00000031550/ENSMFAG00000042041/ENSMFAG00000038127,31,0,1,supramolecular fiber organization
Antigen processing and presentation - Macaca fascicularis (crab-eating macaque),Functional_module_125,mcf04612,Antigen processing and presentation - Macaca fascicularis (crab-eating macaque),9/553,83/10949,0.108433734939759,2.1469095187259,2.41896830297403,0.023729249287702,0.0498964351460582,0.0248070738768333,ENSMFAG00000041228/ENSMFAG00000000676/ENSMFAG00000042836/ENSMFAG00000037140/ENSMFAG00000044255/ENSMFAG00000040740/ENSMFAG00000004018/ENSMFAG00000031934/ENSMFAG00000038633,9,0,1,Antigen processing and presentation - Macaca fascicularis (crab-eating macaque)
